Sentence#	Word	POS	Tag
	subsystems	NNS	B-syscon
	","	","	O
	including	VBG	O
	its	PRP$	O
	operations	NNS	B-syscon
	systems	NNS	I-syscon
	","	","	O
	end	JJ	B-syscon
	product	NN	I-syscon
	component	NN	I-syscon
	and	CC	O
	Fabrication	NNP	B-syscon
	fabricate	NN	I-syscon
	hardware	NN	I-syscon
	","	","	O
	and	CC	O
	code	NN	B-syscon
	software	NN	I-syscon
	.	.	O
Sentence:54	Generate	NNP	O
	final	JJ	O
	fabrication	NN	B-opcon
	","	","	O
	and	CC	O
	software	NN	B-opcon
	designs	NNS	I-opcon
	for	IN	O
	each	DT	O
	system	NN	B-opcon
	structure	NN	I-opcon
	end	VB	I-opcon
	product	NN	I-opcon
	development	NN	I-opcon
	.	.	O
Sentence:55	Implementation	NNP	B-EVENT
	Phase	NNP	I-EVENT
	D	NNP	I-EVENT
	To	TO	O
	assemble	VB	O
	and	CC	O
	integrate	VB	O
	the	DT	O
	system	NN	B-syscon
	hardware	NN	I-syscon
	","	","	O
	software	NN	B-syscon
	","	","	O
	Operations	NNP	B-syscon
	ready	NN	I-syscon
	system	NN	I-syscon
	System	NNP	B-syscon
	and	CC	O
	humans	NNS	B-grp
	","	","	O
	meanwhile	RB	O
	developing	VBG	O
	confidence	NN	O
	that	IN	O
	it	PRP	O
	end	VB	O
	product	NN	B-seterm
	with	IN	O
	supporting	VBG	O
	Assembly	NNP	B-opcon
	","	","	O
	is	VBZ	O
	able	JJ	O
	to	TO	O
	meet	VB	O
	the	DT	O
	system	NN	B-opcon
	requirements	NNS	I-opcon
	.	.	O
Sentence:56	Launch	NN	O
	and	CC	O
	related	JJ	O
	enabling	NN	O
	products	NNS	B-opcon
	Integration	NNP	I-opcon
	and	CC	O
	prepare	VB	O
	for	IN	O
	operations	NNS	B-opcon
	.	.	O
Sentence:57	Perform	NNP	O
	system	NN	B-opcon
	end	NN	I-opcon
	product	NN	I-opcon
	Test	NNP	I-opcon
	","	","	O
	Launch	NNP	O
	implementation	NN	B-opcon
	","	","	O
	assembly	RB	B-opcon
	","	","	O
	I	PRP	B-abb
	&	CC	I-abb
	T	NNP	I-abb
	","	","	O
	and	CC	O
	transition	NN	O
	to	TO	O
	use	VB	O
	.	.	O
Sentence:58	Phase	NNP	B-EVENT
	E	NNP	I-EVENT
	To	TO	O
	conduct	VB	O
	the	DT	O
	mission	NN	B-seterm
	and	CC	O
	meet	VB	O
	the	DT	O
	initially	RB	O
	identified	VBN	O
	Desired	NNP	O
	system	NN	B-opcon
	Operations	NNP	I-opcon
	and	CC	O
	need	NN	O
	and	CC	O
	maintain	VB	O
	support	NN	O
	for	IN	O
	that	DT	O
	need	NN	O
	.	.	O
Sentence:59	Implement	NNP	O
	the	DT	O
	Sustainment	NNP	B-opcon
	mission	NN	I-opcon
	operations	NNS	I-opcon
	plan	NN	I-opcon
	.	.	O
Sentence:60	The	DT	O
	operational	JJ	B-opcon
	concept	NN	I-opcon
	must	MD	O
	include	VB	O
	scenarios	NNS	O
	for	IN	O
	all	DT	O
	significant	JJ	O
	operational	JJ	B-opcon
	situations	NNS	I-opcon
	","	","	O
	including	VBG	O
	known	VBN	O
	off	RP	O
	nominal	JJ	O
	situations	NNS	O
	.	.	O
Sentence:61	To	TO	O
	develop	VB	O
	a	DT	O
	useful	JJ	O
	and	CC	O
	complete	JJ	O
	set	NN	O
	of	IN	O
	scenarios	NNS	O
	","	","	O
	important	JJ	O
	malfunctions	NNS	B-opcon
	and	CC	O
	degraded	VBD	O
	mode	RBS	O
	operational	JJ	B-opcon
	situations	NNS	I-opcon
	must	MD	O
	be	VB	O
	considered	VBN	O
	.	.	O
Sentence:62	The	DT	O
	importance	NN	O
	of	IN	O
	early	JJ	O
	ConOps	NNP	B-opcon
	development	NN	I-opcon
	can	MD	O
	not	RB	O
	be	VB	O
	underestimated	VBN	O
	.	.	O
Sentence:63	The	DT	O
	ConOps	NNP	B-abb
	can	MD	O
	serve	VB	O
	as	IN	O
	a	DT	O
	check	NN	O
	in	IN	O
	identifying	VBG	O
	missing	VBG	O
	or	CC	O
	conflicting	VBG	O
	requirements	NNS	B-opcon
	.	.	O
Sentence:64	Note	NN	O
	that	IN	O
	this	DT	O
	Pre	NNP	B-EVENT
	Phase	NNP	I-EVENT
	A	NNP	I-EVENT
	initial	JJ	O
	concepts	NNS	B-opcon
	development	NN	I-opcon
	work	NN	O
	is	VBZ	O
	not	RB	O
	the	DT	O
	formal	JJ	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	program	NN	O
	that	WDT	O
	is	VBZ	O
	performed	VBN	O
	on	IN	O
	the	DT	O
	final	JJ	O
	product	NN	B-seterm
	","	","	O
	but	CC	O
	rather	RB	O
	it	PRP	O
	is	VBZ	O
	a	DT	O
	methodical	JJ	O
	run	NN	O
	through	IN	O
	ensuring	VBG	O
	that	IN	O
	the	DT	O
	concepts	NNS	B-seterm
	that	WDT	O
	are	VBP	O
	being	VBG	O
	developed	VBN	O
	in	IN	O
	this	DT	O
	Pre	NNP	B-EVENT
	Phase	NNP	I-EVENT
	A	NNP	I-EVENT
	are	VBP	O
	able	JJ	O
	to	TO	O
	meet	VB	O
	the	DT	O
	likely	JJ	O
	requirements	NNS	B-opcon
	and	CC	O
	expectations	NNS	B-opcon
	of	IN	O
	the	DT	O
	stakeholders	NNS	B-grp
	.	.	O
Sentence:65	Concepts	NNS	B-seterm
	are	VBP	O
	developed	VBN	O
	to	TO	O
	the	DT	O
	lowest	JJS	O
	level	NN	O
	necessary	JJ	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	they	PRP	O
	are	VBP	O
	feasible	JJ	B-mea
	and	CC	O
	to	TO	O
	a	DT	O
	level	NN	O
	that	WDT	O
	reduces	VBZ	O
	the	DT	O
	risk	NN	B-mea
	low	JJ	O
	enough	RB	O
	to	TO	O
	satisfy	VB	O
	the	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:66	Academically	RB	O
	","	","	O
	this	DT	O
	process	NN	B-seterm
	could	MD	O
	proceed	VB	O
	down	RP	O
	to	TO	O
	the	DT	O
	circuit	NN	B-syscon
	board	NN	I-syscon
	level	NN	I-syscon
	for	IN	O
	every	DT	O
	system	NN	B-syscon
	;	:	O
	however	RB	O
	","	","	O
	that	WDT	O
	would	MD	O
	involve	VB	O
	a	DT	O
	great	JJ	O
	deal	NN	O
	of	IN	O
	time	NN	B-mea
	and	CC	O
	money	NN	B-mea
	.	.	O
Sentence:67	There	EX	O
	may	MD	O
	be	VB	O
	a	DT	O
	higher	JJR	O
	level	NN	O
	or	CC	O
	tier	NN	O
	of	IN	O
	product	NN	B-seterm
	than	IN	O
	circuit	NN	B-syscon
	board	NN	I-syscon
	level	NN	I-syscon
	that	WDT	O
	would	MD	O
	enable	VB	O
	designers	NNS	B-grp
	to	TO	O
	accurately	RB	O
	determine	VB	O
	the	DT	O
	feasibility	NN	B-mea
	of	IN	O
	accomplishing	VBG	O
	the	DT	O
	project	NN	B-seterm
	","	","	O
	which	WDT	O
	is	VBZ	O
	the	DT	O
	purpose	NN	O
	of	IN	O
	Pre	NNP	B-EVENT
	Phase	NNP	I-EVENT
	A	NNP	I-EVENT
	.	.	O
Sentence:68	During	IN	O
	Phase	NNP	B-EVENT
	A	NNP	I-EVENT
	","	","	O
	the	DT	O
	recursive	JJ	O
	use	NN	O
	of	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	is	VBZ	O
	continued	VBN	O
	","	","	O
	this	DT	O
	time	NN	O
	taking	VBG	O
	the	DT	O
	concepts	NNS	B-seterm
	and	CC	O
	draft	NN	O
	key	NN	O
	requirements	NNS	B-opcon
	that	WDT	O
	were	VBD	O
	developed	VBN	O
	and	CC	O
	validated	VBN	O
	during	IN	O
	Pre	NNP	B-EVENT
	Phase	NNP	I-EVENT
	A	NNP	I-EVENT
	and	CC	O
	fleshing	VBG	O
	them	PRP	O
	out	IN	O
	to	TO	O
	become	VB	O
	the	DT	O
	set	NN	O
	of	IN	O
	baseline	NN	O
	system	NN	B-opcon
	requirements	NNS	I-opcon
	and	CC	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:69	During	IN	O
	this	DT	O
	phase	NN	B-event
	","	","	O
	key	JJ	O
	areas	NNS	O
	of	IN	O
	high	JJ	O
	risk	NN	B-mea
	might	MD	O
	be	VB	O
	simulated	VBN	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	the	DT	O
	concepts	NNS	B-seterm
	and	CC	O
	requirements	NNS	B-opcon
	being	VBG	O
	developed	VBN	O
	are	VBP	O
	good	JJ	O
	ones	NNS	O
	and	CC	O
	to	TO	O
	identify	VB	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	tools	NNS	O
	and	CC	O
	techniques	NNS	O
	that	WDT	O
	will	MD	O
	be	VB	O
	needed	VBN	O
	in	IN	O
	later	JJ	O
	phases	NNS	B-event
	.	.	O
Sentence:70	During	IN	O
	Phase	NNP	B-EVENT
	B	NNP	I-EVENT
	","	","	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	is	VBZ	O
	applied	VBN	O
	recursively	RB	O
	to	TO	O
	further	RBR	O
	mature	NN	O
	requirements	NNS	B-opcon
	and	CC	O
	designs	NNS	B-opcon
	for	IN	O
	all	DT	O
	products	NNS	B-seterm
	in	IN	O
	the	DT	O
	developing	JJ	O
	product	NN	B-opcon
	tree	NN	I-opcon
	and	CC	O
	perform	VB	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	of	IN	O
	concepts	NNS	B-seterm
	to	TO	O
	ensure	VB	O
	that	IN	O
	the	DT	O
	designs	NNS	B-opcon
	are	VBP	O
	able	JJ	O
	to	TO	O
	meet	VB	O
	their	PRP$	O
	requirements	NNS	B-opcon
	.	.	O
Sentence:71	Operational	JJ	B-opcon
	designs	NNS	I-opcon
	and	CC	O
	mission	NN	B-opcon
	scenarios	NNS	I-opcon
	are	VBP	O
	evaluated	VBN	O
	and	CC	O
	feasibility	NN	B-mea
	of	IN	I-mea
	execution	NN	I-mea
	within	IN	O
	design	NN	B-opcon
	capabilities	NNS	I-opcon
	and	CC	O
	cost	NN	B-mea
	estimates	NNS	I-mea
	are	VBP	O
	assessed	VBN	O
	.	.	O
Sentence:72	The	DT	O
	technical	JJ	B-opcon
	management	NN	I-opcon
	processes	NNS	I-opcon
	of	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	are	VBP	O
	used	VBN	O
	in	IN	O
	Phases	NNP	B-EVENT
	E	NNP	I-EVENT
	and	CC	I-EVENT
	F	NNP	I-EVENT
	to	TO	O
	monitor	VB	O
	performance	NN	B-mea
	;	:	O
	control	NN	O
	configuration	NN	B-opcon
	;	:	O
	and	CC	O
	make	VB	O
	decisions	NNS	O
	associated	VBN	O
	with	IN	O
	the	DT	O
	operations	NNS	B-opcon
	","	","	O
	sustaining	VBG	O
	engineering	NN	B-seterm
	","	","	O
	and	CC	O
	closeout	NN	B-EVENT
	of	IN	I-EVENT
	the	DT	I-EVENT
	system	NN	I-EVENT
	.	.	O
Sentence:73	Any	DT	O
	new	JJ	O
	capabilities	NNS	B-opcon
	or	CC	O
	upgrades	NNS	B-opcon
	of	IN	O
	the	DT	O
	existing	VBG	O
	system	NN	B-syscon
	reenter	VBD	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	as	IN	O
	new	JJ	O
	developments	NNS	O
	.	.	O
Sentence:74	Verification	NNP	B-opcon
	testing	VBG	I-opcon
	relates	NNS	O
	back	RB	O
	to	TO	O
	the	DT	O
	approved	JJ	O
	requirements	NNS	B-opcon
	set	VBN	O
	and	CC	O
	can	MD	O
	be	VB	O
	performed	VBN	O
	at	IN	O
	different	JJ	O
	stages	NNS	O
	in	IN	O
	the	DT	O
	product	NN	B-opcon
	life	NN	I-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:75	The	DT	O
	approved	JJ	O
	specifications	NNS	B-opcon
	","	","	O
	drawings	NNS	B-opcon
	","	","	O
	parts	NNS	B-opcon
	lists	NNS	I-opcon
	","	","	O
	and	CC	O
	other	JJ	O
	configuration	NN	B-opcon
	documentation	NN	I-opcon
	establish	VB	O
	the	DT	O
	configuration	NN	B-opcon
	baseline	NN	I-opcon
	of	IN	O
	that	DT	O
	product	NN	B-seterm
	","	","	O
	which	WDT	O
	may	MD	O
	have	VB	O
	to	TO	O
	be	VB	O
	modified	VBN	O
	at	IN	O
	a	DT	O
	later	JJ	O
	time	NN	O
	.	.	O
Sentence:76	Without	IN	O
	a	DT	O
	verified	JJ	O
	baseline	NN	B-opcon
	and	CC	O
	appropriate	JJ	O
	configuration	NN	B-opcon
	controls	NNS	I-opcon
	","	","	O
	later	JJ	O
	modifications	NNS	O
	could	MD	O
	be	VB	O
	costly	JJ	B-mea
	or	CC	O
	cause	VB	O
	major	JJ	O
	performance	NN	B-mea
	problems	NNS	O
	.	.	O
Sentence:77	Validation	NN	B-opcon
	relates	VBZ	O
	back	RB	O
	to	TO	O
	the	DT	O
	ConOps	NNP	B-opcon
	document	NN	I-opcon
	.	.	O
Sentence:78	Validation	NN	B-opcon
	testing	NN	I-opcon
	is	VBZ	O
	conducted	VBN	O
	under	IN	O
	realistic	JJ	O
	conditions	NNS	O
	or	CC	O
	simulated	VBN	O
	conditions	NNS	O
	on	IN	O
	end	NN	O
	products	NNS	B-seterm
	for	IN	O
	the	DT	O
	purpose	NN	O
	of	IN	O
	determining	VBG	O
	the	DT	O
	effectiveness	NN	B-mea
	and	CC	O
	suitability	NN	B-mea
	of	IN	O
	the	DT	O
	product	NN	B-seterm
	for	IN	O
	use	NN	O
	in	IN	O
	mission	NN	B-opcon
	operations	NNS	I-opcon
	by	IN	O
	typical	JJ	O
	users	NNS	B-grp
	.	.	O
Sentence:79	It	PRP	O
	is	VBZ	O
	appropriate	JJ	O
	for	IN	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	methods	NNS	O
	to	TO	O
	differ	VB	O
	between	IN	O
	phases	NNS	B-event
	as	IN	O
	designs	NNS	B-opcon
	advance	NN	O
	.	.	O
Sentence:80	The	DT	O
	ultimate	JJ	O
	success	NN	O
	of	IN	O
	a	DT	O
	program	NN	B-seterm
	or	CC	O
	project	NN	B-seterm
	may	MD	O
	relate	VB	O
	to	TO	O
	the	DT	O
	frequency	NN	B-mea
	and	CC	O
	diligence	NN	B-mea
	of	IN	O
	validation	NN	B-opcon
	efforts	NNS	I-opcon
	during	IN	O
	the	DT	O
	design	NN	B-opcon
	process	NN	I-opcon
	","	","	O
	especially	RB	O
	in	IN	O
	Pre	NNP	B-EVENT
	Phase	NNP	I-EVENT
	A	NNP	I-EVENT
	and	CC	O
	Phase	NNP	B-EVENT
	A	NNP	I-EVENT
	during	IN	O
	which	WDT	O
	corrections	NNS	O
	in	IN	O
	the	DT	O
	direction	NN	O
	of	IN	O
	product	NN	B-opcon
	design	NN	I-opcon
	might	MD	O
	still	RB	O
	be	VB	O
	made	VBN	O
	cost	NN	B-mea
	effectively	RB	I-mea
	.	.	O
Sentence:81	The	DT	O
	selection	NN	O
	of	IN	O
	the	DT	O
	verification	NN	B-opcon
	or	CC	I-opcon
	validation	NN	I-opcon
	method	NN	I-opcon
	is	VBZ	O
	based	VBN	O
	on	IN	O
	engineering	NN	O
	judgment	NN	O
	as	IN	O
	to	TO	O
	which	WDT	O
	is	VBZ	O
	the	DT	O
	most	RBS	O
	effective	JJ	O
	way	NN	O
	to	TO	O
	reliably	VB	O
	show	VB	O
	the	DT	O
	product	NN	B-seterm
	s	NN	O
	conformance	NN	B-opcon
	to	TO	I-opcon
	requirements	NNS	I-opcon
	or	CC	O
	that	IN	O
	it	PRP	O
	will	MD	O
	operate	VB	O
	as	IN	O
	intended	JJ	O
	and	CC	O
	described	VBN	O
	in	IN	O
	the	DT	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:82	A	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	and	CC	I-mea
	safe	JJ	I-mea
	system	NN	B-syscon
	should	MD	O
	provide	VB	O
	a	DT	O
	particular	JJ	O
	kind	NN	O
	of	IN	O
	balance	NN	O
	between	IN	O
	effectiveness	NN	B-mea
	and	CC	O
	cost	NN	B-mea
	.	.	O
Sentence:83	This	DT	O
	causality	NN	O
	is	VBZ	O
	an	DT	O
	indefinite	JJ	O
	one	CD	O
	because	IN	O
	there	EX	O
	are	VBP	O
	usually	RB	O
	many	JJ	O
	designs	NNS	B-opcon
	that	WDT	O
	meet	VBP	O
	the	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	condition	NN	I-mea
	.	.	O
Sentence:84	Design	NNP	B-opcon
	trade	NN	I-opcon
	studies	NNS	I-opcon
	","	","	O
	an	DT	O
	important	JJ	O
	part	NN	O
	of	IN	O
	the	DT	O
	SEG	NNP	B-opcon
	process	NN	I-opcon
	","	","	O
	often	RB	O
	attempt	VBZ	O
	to	TO	O
	find	VB	O
	designs	NNS	B-opcon
	that	WDT	O
	provide	VBP	O
	the	DT	O
	best	JJS	O
	combination	NN	O
	of	IN	O
	cost	NN	B-mea
	and	CC	O
	effectiveness	NN	B-mea
	.	.	O
Sentence:85	At	IN	O
	times	NNS	O
	there	EX	O
	are	VBP	O
	alternatives	NNS	O
	that	IN	O
	either	DT	O
	reduce	VB	O
	costs	NNS	B-mea
	without	IN	O
	reducing	VBG	O
	effectiveness	NN	B-mea
	or	CC	O
	increase	VB	O
	effectiveness	NN	B-mea
	without	IN	O
	increasing	VBG	O
	cost	NN	B-mea
	.	.	O
Sentence:86	When	WRB	O
	the	DT	O
	alternatives	NNS	O
	in	IN	O
	a	DT	O
	design	NN	B-opcon
	trade	NN	I-opcon
	study	NN	I-opcon
	require	VBP	O
	trading	NN	O
	cost	NN	B-mea
	for	IN	O
	effectiveness	NN	B-mea
	","	","	O
	the	DT	O
	decisions	NNS	O
	become	VBP	O
	harder	NN	O
	.	.	O
Sentence:87	THE	DT	O
	SER	NNP	B-abb
	S	NNP	O
	DILEMMA	NNP	O
	:	:	O
	At	IN	O
	each	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	solution	NN	O
	:	:	O
	To	TO	O
	reduce	VB	O
	cost	NN	B-mea
	at	IN	O
	constant	JJ	O
	risk	NN	B-mea
	","	","	O
	performance	NN	B-mea
	must	MD	O
	be	VB	O
	reduced	VBN	O
	.	.	O
Sentence:88	To	TO	O
	reduce	VB	O
	risk	NN	B-mea
	at	IN	O
	constant	JJ	O
	cost	NN	B-mea
	","	","	O
	performance	NN	B-mea
	must	MD	O
	be	VB	O
	reduced	VBN	O
	.	.	O
Sentence:89	To	TO	O
	reduce	VB	O
	cost	NN	B-mea
	at	IN	O
	constant	JJ	O
	performance	NN	B-mea
	","	","	O
	higher	JJR	O
	risks	NNS	B-mea
	must	MD	O
	be	VB	O
	accepted	VBN	O
	.	.	O
Sentence:90	To	TO	O
	reduce	VB	O
	risk	NN	B-mea
	at	IN	O
	constant	JJ	O
	performance	NN	B-mea
	","	","	O
	higher	JJR	O
	costs	NNS	B-mea
	must	MD	O
	be	VB	O
	accepted	VBN	O
	.	.	O
Sentence:91	In	IN	O
	this	DT	O
	context	NN	O
	","	","	O
	time	NN	O
	in	IN	O
	the	DT	O
	schedule	NN	B-opcon
	is	VBZ	O
	often	RB	O
	a	DT	O
	critical	JJ	O
	resource	NN	O
	","	","	O
	so	IN	O
	that	DT	O
	schedule	NN	B-opcon
	behaves	VBZ	O
	like	IN	O
	a	DT	O
	kind	NN	O
	of	IN	O
	cost	NN	B-mea
	.	.	O
Sentence:92	The	DT	O
	cost	NN	B-opcon
	curves	NNS	I-opcon
	clearly	RB	O
	show	VBP	O
	that	IN	O
	late	JJ	O
	identification	NN	O
	of	IN	O
	and	CC	O
	fixes	NNS	O
	to	TO	O
	problems	NNS	O
	cost	VBN	B-mea
	considerably	RB	O
	more	RBR	O
	later	RB	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:93	Conversely	RB	O
	","	","	O
	descopes	VBZ	O
	taken	VBN	O
	later	RB	O
	versus	NN	O
	earlier	RBR	O
	in	IN	O
	the	DT	O
	project	NN	B-opcon
	life	NN	I-opcon
	cycle	NN	I-opcon
	result	NN	O
	in	IN	O
	reduced	JJ	O
	cost	NN	B-mea
	savings	NNS	I-mea
	.	.	O
Sentence:94	This	DT	O
	figure	NN	O
	","	","	O
	obtained	VBN	O
	from	IN	O
	the	DT	B-ORG
	Defense	NNP	I-ORG
	Acquisition	NNP	I-ORG
	University	NNP	I-ORG
	","	","	O
	is	VBZ	O
	an	DT	O
	example	NN	O
	of	IN	O
	how	WRB	O
	these	DT	O
	costs	NNS	B-mea
	are	VBP	O
	determined	VBN	O
	by	IN	O
	the	DT	O
	early	JJ	O
	concepts	NNS	B-opcon
	and	CC	I-opcon
	designs	NNS	I-opcon
	.	.	O
Sentence:95	The	DT	O
	numbers	NNS	O
	will	MD	O
	vary	VB	O
	from	IN	O
	project	NN	B-seterm
	to	TO	O
	project	VB	B-seterm
	","	","	O
	but	CC	O
	the	DT	O
	general	JJ	O
	shape	NN	O
	of	IN	O
	the	DT	O
	curves	NNS	O
	and	CC	O
	the	DT	O
	message	NN	O
	they	PRP	O
	send	VBP	O
	will	MD	O
	be	VB	O
	similar	JJ	O
	.	.	O
Sentence:96	For	IN	O
	example	NN	O
	","	","	O
	the	DT	O
	figure	NN	O
	shows	VBZ	O
	that	IN	O
	during	IN	O
	design	NN	B-seterm
	","	","	O
	only	RB	B-CARDINAL
	about	IN	I-CARDINAL
	15	CD	I-CARDINAL
	of	IN	O
	the	DT	O
	costs	NNS	B-mea
	might	MD	O
	be	VB	O
	expended	VBN	O
	","	","	O
	but	CC	O
	the	DT	O
	design	NN	B-seterm
	itself	PRP	O
	will	MD	O
	commit	VB	O
	about	IN	B-CARDINAL
	75	CD	I-CARDINAL
	of	IN	O
	the	DT	O
	LCCs	NNP	B-abb
	.	.	O
Sentence:97	This	DT	O
	is	VBZ	O
	because	IN	O
	the	DT	O
	way	NN	O
	the	DT	O
	system	NN	B-syscon
	is	VBZ	O
	designed	VBN	O
	will	MD	O
	determine	VB	O
	how	WRB	O
	expensive	JJ	O
	it	PRP	O
	will	MD	O
	be	VB	O
	to	TO	O
	test	VB	B-opcon
	","	","	O
	manufacture	NN	O
	","	","	O
	integrate	NN	O
	","	","	O
	operate	NN	O
	","	","	O
	and	CC	O
	sustain	NN	O
	.	.	O
Sentence:98	If	IN	O
	these	DT	O
	factors	NNS	O
	have	VBP	O
	not	RB	O
	been	VBN	O
	considered	VBN	O
	during	IN	O
	design	NN	B-seterm
	","	","	O
	they	PRP	O
	pose	VBP	O
	significant	JJ	O
	cost	NN	B-mea
	risks	NNS	I-mea
	later	RBR	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:99	Also	RB	O
	note	VBP	O
	that	IN	O
	the	DT	O
	cost	NN	B-mea
	to	TO	O
	change	VB	O
	the	DT	O
	design	NN	B-seterm
	increases	VBZ	O
	as	IN	O
	you	PRP	O
	get	VBP	O
	later	RB	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:100	If	IN	O
	the	DT	O
	project	NN	B-seterm
	waits	VBZ	O
	until	IN	O
	verification	NN	B-opcon
	to	TO	O
	do	VB	O
	any	DT	O
	type	NN	O
	of	IN	O
	test	NN	B-opcon
	or	CC	O
	analysis	NN	B-opcon
	","	","	O
	any	DT	O
	problems	NNS	O
	found	VBN	O
	will	MD	O
	have	VB	O
	a	DT	O
	significant	JJ	O
	cost	NN	B-mea
	impact	NN	I-mea
	to	TO	O
	redesign	VB	B-opcon
	and	CC	I-opcon
	reverify	VB	B-opcon
	.	.	O
Sentence:101	The	DT	O
	elements	NNS	O
	include	VBP	O
	all	DT	O
	hardware	NN	B-syscon
	","	","	O
	software	NN	B-syscon
	","	","	O
	equipment	NN	B-syscon
	","	","	O
	facilities	NNS	B-syscon
	","	","	O
	personnel	NNS	B-syscon
	","	","	O
	processes	NNS	B-opcon
	","	","	O
	and	CC	O
	procedures	NNS	B-opcon
	needed	VBN	O
	for	IN	O
	this	DT	O
	purpose	NN	O
	;	:	O
	that	WDT	O
	is	VBZ	O
	","	","	O
	all	DT	O
	things	NNS	O
	required	VBN	O
	to	TO	O
	produce	VB	O
	system	NN	B-opcon
	level	JJ	I-opcon
	results	NNS	I-opcon
	.	.	O
Sentence:102	The	DT	O
	art	NN	O
	is	VBZ	O
	in	IN	O
	knowing	VBG	O
	when	WRB	O
	and	CC	O
	where	WRB	O
	to	TO	O
	probe	VB	O
	.	.	O
Sentence:103	If	IN	O
	the	DT	O
	project	NN	B-seterm
	waits	VBZ	O
	until	IN	O
	verification	NN	B-opcon
	to	TO	O
	do	VB	O
	any	DT	O
	type	NN	O
	of	IN	O
	test	NN	B-opcon
	or	CC	O
	analysis	NN	B-opcon
	","	","	O
	any	DT	O
	problems	NNS	O
	found	VBN	O
	will	MD	O
	have	VB	O
	a	DT	O
	significant	JJ	O
	cost	NN	B-mea
	impact	NN	I-mea
	to	TO	O
	redesign	VB	B-opcon
	and	CC	I-opcon
	reverify	VB	I-opcon
	.	.	O
Sentence:104	For	IN	O
	example	NN	O
	","	","	O
	a	DT	O
	trade	NN	B-opcon
	study	NN	I-opcon
	might	MD	O
	be	VB	O
	made	VBN	O
	to	TO	O
	decide	VB	O
	between	IN	O
	performing	VBG	O
	a	DT	O
	test	NN	B-opcon
	at	IN	O
	a	DT	O
	centralized	JJ	B-LOC
	facility	NN	I-LOC
	or	CC	O
	at	IN	O
	several	JJ	B-LOC
	decentralized	JJ	I-LOC
	locations	NNS	I-LOC
	.	.	O
Sentence:105	RM	NNP	B-abb
	should	MD	O
	be	VB	O
	considered	VBN	O
	in	IN	O
	the	DT	O
	development	NN	B-opcon
	of	IN	O
	the	DT	O
	verification	NN	B-opcon
	approach	NN	I-opcon
	.	.	O
Sentence:106	Other	JJ	O
	risk	NN	B-opcon
	assessments	NNS	I-opcon
	contribute	VBP	O
	to	TO	O
	trade	VB	O
	studies	NNS	O
	that	WDT	O
	determine	VBP	O
	the	DT	O
	preferred	JJ	O
	methods	NNS	O
	of	IN	O
	verification	NN	B-opcon
	to	TO	O
	be	VB	O
	used	VBN	O
	and	CC	O
	when	WRB	O
	those	DT	O
	methods	NNS	O
	should	MD	O
	be	VB	O
	performed	VBN	O
	.	.	O
Sentence:107	For	IN	O
	example	NN	O
	","	","	O
	a	DT	O
	trade	NN	O
	might	MD	O
	be	VB	O
	made	VBN	O
	between	IN	O
	performing	VBG	O
	a	DT	O
	model	NN	B-opcon
	test	NN	I-opcon
	versus	IN	O
	determining	VBG	O
	model	NN	B-opcon
	characteristics	NNS	I-opcon
	by	IN	O
	a	DT	O
	less	RBR	O
	costly	JJ	B-mea
	but	CC	O
	less	RBR	O
	revealing	JJ	O
	analysis	NN	B-opcon
	.	.	O
Sentence:108	The	DT	O
	project	NN	B-grp
	manager	NN	I-grp
	SER	NNP	B-abb
	should	MD	O
	determine	VB	O
	what	WP	O
	risks	NNS	B-mea
	are	VBP	O
	acceptable	JJ	O
	in	IN	O
	terms	NNS	O
	of	IN	O
	the	DT	O
	proj	NN	O
	ect	VBP	O
	s	NN	O
	cost	NN	B-mea
	and	CC	O
	schedule	NN	B-opcon
	.	.	O
Sentence:109	Availability	NN	O
	of	IN	O
	verification	NN	B-loc
	facilities	NNS	I-loc
	sites	NNS	I-loc
	and	CC	O
	transportation	NN	B-syscon
	assets	NNS	I-syscon
