Word	Tag
on	O
the	O
project	B-seterm
,	O
including	O
resources	O
.	O
Decision	B-opcon
Matrix	I-opcon
Provide	O
the	O
rationale	O
for	O
the	O
scoring	O
of	O
the	O
decision	B-opcon
matrix	I-opcon
.	O
Provide	O
the	O
results	B-mea
of	O
populating	O
Scoring	O
Rationale	O
the	O
scores	O
of	O
the	O
matrix	O
using	O
the	O
evaluation	B-opcon
methods	O
selected	O
.	O
Final	O
DecisionCut	O
and	O
paste	O
the	O
final	O
spreadsheet	O
into	O
the	O
document	O
.	O
Also	O
include	O
any	O
important	O
Recommendation	O
Describe	O
the	O
recommendation	O
that	O
is	O
being	O
made	O
to	O
the	O
decision	O
maker	O
s	O
and	O
the	O
rationale	O
and	O
or	O
Final	O
for	O
why	O
the	O
option	O
was	O
selected	O
.	O
Can	O
also	O
document	O
the	O
final	O
decision	O
in	O
this	O
section	O
.	O
8	B-cardinal
Dissent	O
If	O
applicable	O
,	O
document	O
any	O
dissent	O
with	O
the	O
recommendation	O
.	O
A	O
Appendices	O
Provide	O
the	O
results	B-mea
of	O
the	O
literature	O
search	O
,	O
including	O
lessons	O
learned	O
,	O
previous	O
related	O
decisions	O
,	O
and	O
previous	O
related	O
dissent	O
.	O
Also	O
document	O
any	O
detailed	O
data	O
analysis	B-opcon
and	O
risk	B-mea
analysis	B-opcon
used	O
for	O
the	O
decision	O
.	O
Can	O
also	O
document	O
any	O
decision	O
metrics	O
.	O
During	O
Phase	B-event
A	I-event
,	O
activities	O
are	O
performed	O
to	O
fully	O
develop	O
a	O
baseline	B-opcon
mission	B-opcon
concept	I-opcon
,	O
begin	O
or	O
assume	O
responsibility	O
for	O
the	O
development	B-opcon
of	O
needed	O
technologies	O
,	O
and	O
clarify	O
expected	O
reliance	O
on	O
human	O
elements	O
to	O
achieve	O
full	O
system	B-syscon
functionality	O
or	O
autonomous	B-opcon
system	B-syscon
development	B-opcon
.	O
Acquisition	B-opcon
:	O
The	O
process	B-opcon
for	O
obtaining	O
the	O
systems	B-syscon
,	O
research	O
,	O
services	O
,	O
construction	O
,	O
and	O
supplies	O
that	O
NASA	B-org
needs	B-opcon
to	O
fulfill	O
its	O
missions	O
.	O
Acquisition	B-opcon
,	O
which	O
may	O
include	O
procurement	O
contracting	O
for	O
products	B-seterm
and	O
services	O
,	O
begins	O
with	O
an	O
idea	O
or	O
proposal	O
that	O
aligns	O
with	O
the	O
NASA	B-org
Strategic	O
Plan	O
and	O
fulfills	O
an	O
identified	O
need	B-opcon
and	O
ends	O
with	O
the	O
completion	O
of	O
the	O
program	B-opcon
or	O
project	B-seterm
or	O
the	O
final	O
disposition	O
of	O
the	O
product	B-syscon
or	O
service	O
.	O
Allocated	B-opcon
Baseline	I-opcon
Phase	B-event
C	I-event
:	O
The	O
allocated	B-opcon
baseline	I-opcon
is	O
the	O
approved	O
performance	B-mea
oriented	O
configuration	B-opcon
documentation	I-opcon
for	O
a	O
CI	O
to	O
be	O
developed	O
that	O
describes	O
the	O
functional	B-opcon
and	O
interface	O
characteristics	B-mea
that	O
are	O
allocated	O
from	O
a	O
higher	O
level	O
requirements	B-opcon
document	O
or	O
a	O
CI	O
and	O
the	O
verification	B-opcon
required	O
to	O
demonstrate	O
achievement	O
of	O
those	O
specified	O
characteristics	B-mea
.	O
The	O
allocated	B-opcon
baseline	I-opcon
extends	O
the	O
top	O
level	O
performance	B-opcon
requirements	I-opcon
of	O
the	O
functional	B-opcon
baseline	I-opcon
to	O
sufficient	O
detail	O
for	O
initiating	O
manufacturing	O
or	O
coding	O
of	O
a	O
CI	O
.	O
The	O
allocated	B-opcon
baseline	I-opcon
is	O
controlled	O
by	O
NASA	B-org
.	O
The	O
allocated	B-opcon
baseline	I-opcon
s	O
is	O
typically	O
established	O
at	O
the	O
PDR	O
.	O
Analysis	B-opcon
of	I-opcon
Alternatives	I-opcon
:	O
A	O
formal	O
analysis	B-opcon
method	O
that	O
compares	O
alternative	O
approaches	O
by	O
estimating	O
their	O
ability	O
to	O
satisfy	O
mission	B-seterm
requirements	B-opcon
through	O
an	O
effectiveness	B-mea
analysis	B-opcon
and	O
by	O
estimating	O
their	O
LCCs	O
through	O
a	O
cost	B-mea
analysis	B-opcon
.	O
The	O
results	B-mea
of	O
these	O
two	B-cardinal
analyses	O
are	O
used	O
together	O
to	O
produce	O
a	O
cost	B-mea
effectiveness	B-mea
comparison	O
that	O
allows	O
decision	O
makers	O
to	O
assess	O
the	O
relative	O
value	B-mea
or	O
potential	O
pro	O
grammatic	O
returns	O
of	O
the	O
alternatives	O
.	O
An	O
analysis	B-opcon
of	I-opcon
alternatives	I-opcon
broadly	O
examines	O
multiple	O
elements	O
of	O
program	B-opcon
or	O
project	B-seterm
alternatives	O
including	O
technical	B-opcon
performance	B-mea
,	O
risk	B-mea
,	O
LCC	B-abb
,	O
and	O
programmatic	B-opcon
aspects	O
.	O
Approval	B-opcon
for	O
Implementation	B-opcon
:	O
The	O
acknowledgment	O
by	O
the	O
decision	B-grp
authority	I-grp
that	O
the	O
program	B-opcon
project	B-seterm
has	O
met	O
stakeholder	B-mea
expectations	I-mea
and	O
formulation	O
requirements	B-opcon
,	O
and	O
is	O
ready	O
to	O
proceed	O
to	O
implementation	B-opcon
.	O
This	O
work	O
,	O
along	O
with	O
interactions	O
with	O
stakeholders	B-grp
,	O
helps	O
mature	O
the	O
mission	B-opcon
concept	I-opcon
and	O
the	O
program	B-opcon
requirements	I-opcon
on	O
the	O
project	B-seterm
.	O
By	O
approving	O
a	O
program	B-opcon
project	B-seterm
,	O
the	O
decision	B-grp
authority	I-grp
commits	O
the	O
budget	O
resources	O
necessary	O
to	O
continue	O
into	O
implementation	B-opcon
.	O
Approval	B-opcon
for	O
Implementation	B-opcon
is	O
documented	O
.	O
Architecture	B-opcon
System	B-syscon
:	O
Architecture	B-opcon
is	O
the	O
high	O
level	O
unifying	O
structure	B-seterm
that	O
defines	O
a	O
system	B-syscon
.	O
It	O
provides	O
a	O
set	O
of	O
rules	O
,	O
guidelines	O
,	O
and	O
constraints	B-seterm
that	O
defines	O
a	O
cohesive	O
and	O
coherent	O
structure	B-seterm
consisting	O
of	O
constituent	O
parts	O
,	O
relationships	O
and	O
connections	O
that	O
establish	B-seterm
how	O
those	O
parts	O
fit	O
and	O
work	O
together	O
.	O
It	O
addresses	O
the	O
concepts	B-seterm
,	O
properties	B-mea
and	O
characteristics	B-mea
of	O
the	O
system	B-syscon
and	O
is	O
represented	O
by	O
entities	O
such	O
as	O
functions	B-opcon
,	O
functional	B-opcon
flows	O
,	O
interfaces	B-syscon
,	O
relationships	O
,	O
resource	O
flow	O
items	O
,	O
physical	B-opcon
elements	O
,	O
containers	O
,	O
modes	O
,	O
links	O
,	O
communication	O
resources	O
,	O
etc	O
.	O
The	O
entities	O
are	O
not	O
independent	O
but	O
interrelated	O
in	O
the	O
architecture	B-opcon
through	O
the	O
relationships	O
between	O
them	O
NASA	B-org
HQ	O
.	O
As	O
Deployed	O
Baseline	B-opcon
:	O
The	O
as	O
deployed	O
baseline	B-opcon
occurs	O
at	O
the	O
Operational	B-opcon
Readiness	I-opcon
Review	I-opcon
.	O
At	O
this	O
point	O
,	O
the	O
design	B-opcon
is	O
considered	O
to	O
be	O
functional	B-opcon
and	O
ready	O
for	O
flight	B-syscon
.	O
All	O
changes	O
will	O
have	O
been	O
incorporated	O
into	O
the	O
documentation	O
.	O
Brassboard	B-syscon
:	O
A	O
medium	O
fidelity	O
functional	B-opcon
unit	O
that	O
typically	O
tries	O
to	O
make	O
use	O
of	O
as	O
much	O
operational	B-opcon
hardware	B-syscon
software	B-syscon
as	O
possible	O
and	O
begins	O
to	O
address	O
scaling	O
issues	O
associated	O
with	O
the	O
operational	B-syscon
system	I-syscon
.	O
SERs	B-abb
are	O
heavily	O
involved	O
during	O
this	O
phase	B-event
in	O
the	O
development	B-opcon
and	O
assessment	O
of	O
the	O
architecture	B-opcon
and	O
the	O
allocation	O
of	O
requirements	B-opcon
to	O
the	O
architecture	B-opcon
elements	O
.	O
It	O
does	O
not	O
have	O
the	O
engineering	B-seterm
pedigree	O
in	O
all	O
aspects	O
,	O
but	O
is	O
structured	O
to	O
be	O
able	O
to	O
operate	O
in	O
simulated	O
operational	B-opcon
environments	O
in	O
order	O
to	O
assess	O
performance	B-mea
of	O
critical	O
functions	B-opcon
.	O
Breadboard	B-syscon
:	O
A	O
low	O
fidelity	O
unit	O
that	O
demonstrates	O
function	O
only	O
,	O
without	O
respect	O
to	O
form	O
or	O
fit	O
in	O
the	O
case	O
of	O
hardware	B-syscon
,	O
or	O
platform	O
in	O
the	O
case	O
of	O
software	B-syscon
.	O
It	O
often	O
uses	O
commercial	O
and	O
or	O
ad	O
hoc	O
components	O
and	O
is	O
not	O
intended	O
to	O
provide	O
definitive	O
information	O
regarding	O
operational	B-opcon
performance	B-mea
.	O
ConOps	B-abb
Concept	B-seterm
Documentation	O
:	O
Developed	O
early	O
in	O
Pre	B-event
Phase	I-event
A	I-event
,	O
the	O
describes	O
the	O
overall	O
high	O
level	O
concept	B-seterm
of	O
how	O
the	O
system	B-syscon
will	O
be	O
used	O
to	O
meet	O
stakeholder	B-mea
expectations	I-mea
,	O
usually	O
in	O
a	O
time	B-mea
sequenced	O
manner	O
.	O
It	O
describes	O
the	O
system	B-syscon
from	O
an	O
operational	B-opcon
perspective	O
and	O
helps	O
facilitate	O
an	O
understanding	O
of	O
the	O
system	O
Appendix	O
B	O
:	O
Glossary	O
goals	O
.	O
It	O
stimulates	O
the	O
development	B-opcon
of	O
the	O
requirements	B-opcon
and	O
architecture	B-opcon
related	O
to	O
the	O
user	B-grp
elements	O
of	O
the	O
system	B-syscon
.	O
It	O
serves	O
as	O
the	O
basis	O
for	O
subsequent	O
definition	O
documents	O
and	O
provides	O
the	O
foundation	O
for	O
the	O
long	O
range	O
operational	B-opcon
planning	O
activities	O
.	O
Concurrent	B-opcon
Engineering	I-opcon
:	O
Design	B-opcon
in	O
parallel	O
rather	O
than	O
serial	O
engineering	B-seterm
fashion	O
.	O
It	O
is	O
an	O
approach	O
to	O
product	B-syscon
development	B-opcon
that	O
brings	O
manufacturing	O
,	O
testing	B-opcon
,	O
assurance	O
,	O
operations	B-opcon
and	O
other	O
disciplines	O
into	O
the	O
design	B-opcon
cycle	O
to	O
ensure	O
all	O
aspects	O
are	O
incorporated	O
into	O
the	O
design	B-opcon
and	O
thus	O
reduce	O
overall	O
product	B-syscon
development	B-opcon
time	B-mea
.	O
In	O
Phase	B-event
A	I-event
,	O
a	O
team	O
often	O
associated	O
with	O
a	O
program	B-opcon
or	O
informal	O
project	B-seterm
office	O
readdresses	O
the	O
mission	B-opcon
concept	I-opcon
first	O
developed	O
in	O
Pre	B-event
Phase	I-event
A	I-event
to	O
ensure	O
that	O
the	O
project	B-seterm
justification	O
and	O
practicality	O
are	O
sufficient	O
to	O
warrant	O
a	O
place	O
in	O
NASA	B-org
s	O
budget	O
.	O
CI	O
:	O
Any	O
hardware	B-syscon
,	O
software	B-syscon
,	O
or	O
combination	O
of	O
both	O
that	O
satisfies	O
an	O
end	O
use	O
function	O
and	O
is	O
designated	O
for	O
separate	O
CM	O
.	O
For	O
example	O
,	O
CI	O
can	O
be	O
referred	O
to	O
by	O
an	O
alphanumeric	O
identifier	O
which	O
also	O
serves	O
as	O
the	O
unchanging	O
base	O
for	O
the	O
assignment	O
of	O
serial	O
numbers	O
to	O
uniquely	O
identify	O
individual	O
units	O
of	O
the	O
CI	O
.	O
CM	O
Process	B-opcon
:	O
A	O
management	O
discipline	O
that	O
is	O
applied	O
over	O
a	O
product	B-syscon
s	O
life	B-opcon
cycle	I-opcon
to	O
provide	O
visibility	O
into	O
and	O
to	O
control	O
changes	O
to	O
performance	B-mea
and	O
functional	B-opcon
and	O
physical	B-opcon
characteristics	B-mea
.	O
It	O
ensures	O
that	O
the	O
configuration	B-opcon
of	O
a	O
product	B-syscon
is	O
known	O
and	O
reflected	O
in	O
product	B-syscon
information	O
,	O
that	O
any	O
product	B-syscon
change	O
is	O
beneficial	O
and	O
is	O
effected	O
without	O
adverse	O
consequences	O
,	O
and	O
that	O
changes	O
are	O
managed	O
.	O
Contract	B-seterm
:	O
A	O
mutually	O
binding	O
legal	O
relationship	O
obligating	O
the	O
seller	O
to	O
furnish	O
the	O
supplies	O
or	O
services	O
including	O
construction	O
and	O
the	O
buyer	O
to	O
pay	O
for	O
them	O
.	O
It	O
includes	O
all	O
types	O
of	O
commitments	O
that	O
obligate	O
the	O
Government	O
to	O
an	O
expenditure	O
of	O
appropriated	O
funds	O
and	O
that	O
,	O
except	O
as	O
otherwise	O
authorized	O
,	O
are	O
in	O
writing	O
.	O
In	O
addition	O
to	O
bilateral	O
instruments	O
,	O
contracts	O
include	O
but	O
are	O
not	O
limited	O
to	O
awards	O
and	O
notices	O
of	O
awards	O
;	O
job	O
orders	O
or	O
task	O
letters	O
issued	O
under	O
basic	O
ordering	O
agreements	O
;	O
letter	O
contracts	O
;	O
orders	O
,	O
such	O
as	O
purchase	O
orders	O
under	O
which	O
the	O
contract	B-seterm
becomes	O
effective	O
by	O
written	O
acceptance	O
or	O
performance	B-mea
;	O
and	O
bilateral	O
contract	B-seterm
modifications	O
.	O
Contracts	O
do	O
not	O
include	O
grants	O
and	O
cooperative	O
agreements	O
.	O
Contractor	B-grp
:	O
An	O
individual	O
,	O
partnership	O
,	O
company	O
,	O
corporation	O
,	O
association	O
,	O
or	O
other	O
service	O
having	O
a	O
contract	B-seterm
with	O
the	O
Agency	O
for	O
the	O
design	B-opcon
,	O
development	B-opcon
,	O
manufacture	O
,	O
maintenance	O
,	O
modification	O
,	O
operation	B-opcon
,	O
or	O
supply	O
of	O
items	O
or	O
services	O
under	O
the	O
terms	O
of	O
a	O
contract	B-seterm
to	O
a	O
program	B-opcon
or	O
project	B-seterm
.	O
Research	O
grantees	O
,	O
research	O
contractors	O
,	O
and	O
research	O
subcontractors	O
are	O
excluded	O
from	O
this	O
definition	O
.	O
The	O
results	B-mea
include	O
system	B-mea
level	I-mea
qualities	I-mea
,	O
properties	B-mea
,	O
characteristics	B-mea
,	O
functions	B-opcon
,	O
behavior	B-mea
,	O
and	O
performance	B-mea
.	O
The	O
SER	B-abb
usually	O
plays	O
the	O
key	O
role	O
in	O
leading	O
the	O
development	B-opcon
of	O
the	O
ConOps	B-abb
and	O
resulting	O
system	B-opcon
architecture	I-opcon
,	O
defining	O
boundaries	B-opcon
,	O
defining	O
and	O
allocating	O
requirements	B-opcon
,	O
evaluating	O
design	B-opcon
tradeoffs	I-opcon
,	O
balancing	O
technical	B-mea
risk	I-mea
between	O
systems	B-syscon
,	O
defining	O
and	O
assessing	O
interfaces	B-syscon
,	O
and	O
providing	O
oversight	O
of	O
V	B-abb
&	I-abb
V	I-abb
activities	O
,	O
as	O
well	O
as	O
many	O
other	O
tasks	O
.	O
The	O
team	O
s	O
effort	O
focuses	O
on	O
analyzing	O
mission	B-seterm
requirements	B-opcon
and	O
establishing	O
a	O
mission	B-seterm
architecture	B-opcon
.	O
Control	B-syscon
Gate	I-syscon
or	O
milestone	O
:	O
A	O
defined	O
point	O
in	O
the	O
program	B-opcon
project	B-opcon
life	I-opcon
cycle	I-opcon
where	O
the	O
decision	B-grp
authority	I-grp
can	O
evaluate	O
progress	O
and	O
determine	O
next	O
actions	O
.	O
These	O
may	O
include	O
a	O
KDP	O
,	O
life	B-opcon
cycle	I-opcon
review	O
,	O
or	O
other	O
milestones	O
identified	O
by	O
the	O
program	B-opcon
project	B-seterm
.	O
Cost	B-mea
Benefit	O
Analysis	B-opcon
:	O
A	O
methodology	O
to	O
determine	O
the	O
advantage	O
of	O
one	B-cardinal
alternative	O
over	O
another	O
in	O
terms	O
of	O
equivalent	O
cost	B-mea
or	O
benefits	O
.	O
It	O
relies	O
on	O
totaling	O
positive	O
factors	O
and	O
subtracting	O
negative	O
factors	O
to	O
determine	O
a	O
net	O
result	O
.	O
Critical	B-event
Event	I-event
or	O
key	B-event
event	I-event
:	O
An	O
event	B-event
in	O
the	O
operations	B-opcon
phase	B-event
of	O
the	O
mission	B-seterm
that	O
is	O
time	B-mea
sensitive	O
and	O
is	O
required	O
to	O
be	O
accomplished	O
successfully	O
in	O
order	O
to	O
achieve	O
mission	B-seterm
success	O
.	O
These	O
events	O
should	O
be	O
considered	O
early	O
in	O
the	O
life	B-opcon
cycle	I-opcon
as	O
drivers	O
for	O
system	B-syscon
design	B-opcon
.	O
Customer	B-grp
:	O
The	O
organization	O
or	O
individual	O
that	O
has	O
requested	O
a	O
product	B-syscon
and	O
will	O
receive	O
the	O
product	B-syscon
to	O
be	O
delivered	O
.	O
The	O
customer	B-grp
may	O
be	O
an	O
end	O
user	B-grp
of	O
the	O
product	B-syscon
,	O
the	O
acquiring	O
agent	O
for	O
the	O
end	O
user	B-grp
,	O
or	O
the	O
requestor	O
of	O
the	O
work	O
products	B-seterm
from	O
a	O
technical	B-opcon
effort	O
.	O
Each	O
product	B-syscon
within	O
the	O
system	B-syscon
hierarchy	O
has	O
a	O
customer	B-grp
.	O
Decision	B-opcon
Analysis	I-opcon
Process	I-opcon
:	O
A	O
methodology	O
for	O
making	O
decisions	O
that	O
offers	O
techniques	O
for	O
modeling	B-opcon
decision	O
problems	O
mathematically	O
and	O
finding	O
optimal	O
decisions	O
numerically	O
.	O
Activities	O
become	O
formal	O
,	O
and	O
the	O
emphasis	O
shifts	O
toward	O
optimizing	O
the	O
concept	B-seterm
design	B-opcon
.	O
The	O
methodology	O
entails	O
identifying	O
alternatives	O
,	O
one	B-cardinal
of	O
which	O
should	O
be	O
decided	O
upon	O
;	O
possible	O
events	O
,	O
one	B-cardinal
of	O
which	O
occurs	O
thereafter	O
;	O
and	O
outcomes	O
,	O
each	O
of	O
which	O
results	B-mea
from	O
a	O
combination	O
of	O
decision	O
and	O
event	B-event
.	O
Decision	B-opcon
Matrix	I-opcon
:	O
A	O
methodology	O
for	O
evaluating	O
alternatives	O
in	O
which	O
valuation	O
criteria	O
are	O
typically	O
displayed	O
in	O
rows	O
on	O
the	O
left	O
side	O
of	O
the	O
matrix	O
and	O
alternatives	O
are	O
the	O
column	O
headings	O
of	O
the	O
matrix	O
.	O
Decommissioning	B-opcon
Review	I-opcon
:	O
A	O
review	O
that	O
confirms	O
the	O
decision	O
to	O
terminate	O
or	O
decommission	O
a	O
system	B-syscon
and	O
assess	O
the	O
readiness	B-opcon
for	O
the	O
safe	O
decommissioning	O
and	O
disposal	O
of	O
system	B-syscon
assets	O
.	O
The	O
DR	O
is	O
normally	O
held	O
near	O
the	O
end	O
of	O
routine	O
mission	B-opcon
operations	I-opcon
upon	O
accomplishment	O
of	O
planned	O
mission	B-seterm
objectives	B-opcon
.	O
It	O
may	O
be	O
advanced	O
if	O
some	O
unplanned	O
event	B-event
gives	O
rise	O
to	O
a	O
need	B-opcon
to	O
prematurely	O
terminate	O
the	O
mission	B-seterm
,	O
or	O
delayed	O
if	O
operational	B-opcon
life	O
is	O
extended	O
to	O
permit	O
additional	O
investigations	O
.	O
Demonstration	B-seterm
:	O
Showing	O
that	O
the	O
use	O
of	O
an	O
end	B-syscon
product	I-syscon
achieves	O
the	O
individual	O
specified	O
requirement	B-opcon
verification	B-opcon
or	O
stakeholder	B-grp
expectation	O
validation	B-opcon
.	O
It	O
is	O
generally	O
a	O
basic	O
confirmation	O
of	O
performance	B-mea
capability	I-mea
,	O
differentiated	O
from	O
testing	B-opcon
by	O
the	O
lack	O
of	O
detailed	O
data	B-opcon
gathering	I-opcon
.	O
Demonstrations	O
can	O
involve	O
the	O
use	O
of	O
physical	B-opcon
models	B-opcon
or	O
mock	B-opcon
ups	I-opcon
;	O
for	O
example	O
,	O
a	O
requirement	B-opcon
that	O
all	O
controls	B-syscon
shall	O
be	O
reachable	O
by	O
the	O
pilot	B-grp
could	O
be	O
verified	O
by	O
having	O
a	O
pilot	B-grp
perform	O
flight	B-syscon
related	O
tasks	O
in	O
a	O
cockpit	B-syscon
mock	I-syscon
up	I-syscon
or	O
simulator	B-syscon
.	O
A	O
demonstration	B-seterm
could	O
also	O
be	O
the	O
actual	O
operation	B-opcon
of	O
the	O
end	B-syscon
product	I-syscon
by	O
highly	O
qualified	O
personnel	B-grp
,	O
such	O
as	O
test	B-grp
pilots	I-grp
,	O
who	O
perform	O
a	O
onetime	O
event	B-event
that	O
demonstrates	O
a	O
capability	O
to	O
operate	O
at	O
extreme	O
limits	O
of	O
system	B-opcon
performance	I-opcon
.	O
Derived	B-opcon
Requirements	I-opcon
:	O
Requirements	B-opcon
arising	O
from	O
constraints	B-seterm
,	O
consideration	O
of	O
issues	O
implied	O
but	O
not	O
explicitly	O
stated	O
in	O
the	O
high	O
level	O
direction	O
provided	O
by	O
NASA	B-org
Headquarters	O
and	O
Center	O
institutional	O
requirements	B-opcon
,	O
factors	O
introduced	O
by	O
the	O
selected	O
architecture	B-opcon
,	O
and	O
the	O
design	B-opcon
.	O
The	O
effort	O
addresses	O
more	O
depth	O
and	O
considers	O
many	O
alternatives	O
.	O
These	O
requirements	B-opcon
are	O
finalized	O
through	O
requirements	B-opcon
analysis	B-opcon
as	O
part	O
of	O
the	O
overall	O
SEG	B-opcon
process	I-opcon
and	O
become	O
part	O
of	O
the	O
program	B-opcon
or	O
project	B-opcon
requirements	I-opcon
baseline	B-opcon
.	O
Requirements	B-opcon
arising	O
from	O
constraints	B-seterm
,	O
consideration	O
of	O
issues	O
implied	O
but	O
not	O
explicitly	O
stated	O
in	O
the	O
high	O
level	O
direction	O
provided	O
by	O
NASA	B-org
Headquarters	O
and	O
Center	O
institutional	O
requirements	B-opcon
,	O
factors	O
introduced	O
by	O
the	O
selected	O
architecture	B-opcon
,	O
and	O
the	O
design	B-opcon
.	O
These	O
requirements	B-opcon
are	O
finalized	O
through	O
requirements	B-opcon
analysis	B-opcon
as	O
part	O
of	O
the	O
overall	O
SEG	B-opcon
process	I-opcon
and	O
become	O
part	O
of	O
the	O
program	B-opcon
or	O
project	B-opcon
requirements	I-opcon
baseline	B-opcon
.	O
Descope	B-opcon
:	O
As	O
a	O
verb	O
,	O
take	O
out	O
of	O
or	O
remove	O
from	O
the	O
scope	O
of	O
a	O
project	B-seterm
.	O
Design	B-opcon
Solution	I-opcon
Definition	I-opcon
Process	I-opcon
:	O
The	O
process	B-opcon
used	O
to	O
translate	O
the	O
outputs	O
of	O
the	O
logical	B-opcon
decomposition	I-opcon
process	I-opcon
into	O
a	O
design	B-opcon
solution	I-opcon
definition	O
.	O
It	O
includes	O
transforming	O
the	O
defined	O
logical	B-opcon
decomposition	I-opcon
models	I-opcon
and	O
their	O
associated	O
sets	O
of	O
derived	O
technical	B-opcon
requirements	I-opcon
into	O
alternative	O
solutions	O
and	O
analyzing	O
each	O
alternative	O
to	O
be	O
able	O
to	O
select	O
a	O
preferred	O
alternative	O
and	O
fully	O
define	O
that	O
alternative	O
into	O
a	O
final	O
design	B-opcon
solution	I-opcon
that	O
will	O
satisfy	O
the	O
technical	B-opcon
requirements	I-opcon
.	O
Designated	B-grp
Governing	I-grp
Authority	I-grp
:	O
For	O
the	O
technical	B-opcon
effort	O
,	O
this	O
is	O
the	O
Center	O
Director	O
or	O
the	O
person	O
that	O
has	O
been	O
designated	O
by	O
the	O
Center	O
Director	O
to	O
ensure	O
the	O
appropriate	O
level	O
of	O
technical	B-opcon
management	O
oversight	O
.	O
For	O
large	O
programs	O
,	O
this	O
will	O
typically	O
be	O
the	O
Engineering	B-seterm
TA	O
.	O
For	O
smaller	O
projects	B-seterm
,	O
this	O
function	O
can	O
be	O
delegated	O
to	O
line	O
managers	O
.	O
EVM	O
:	O
A	O
tool	O
for	O
measuring	O
and	O
assessing	O
project	B-seterm
performance	B-mea
through	O
the	O
integration	B-opcon
of	O
technical	B-opcon
scope	O
with	O
schedule	B-opcon
and	O
cost	B-mea
objectives	B-opcon
during	O
the	O
execution	O
of	O
the	O
project	B-seterm
.	O
Goals	O
and	O
objectives	B-opcon
are	O
EVM	O
provides	O
quantification	O
of	O
technical	B-opcon
progress	O
,	O
Appendix	O
B	O
:	O
Glossary	O
enabling	O
management	O
to	O
gain	O
insight	O
into	O
project	B-seterm
status	O
and	O
project	B-seterm
completion	O
costs	B-mea
and	O
schedules	B-opcon
.	O
End	B-syscon
Product	I-syscon
:	O
The	O
hardware	B-syscon
software	B-syscon
or	O
other	O
product	B-syscon
that	O
performs	O
the	O
operational	B-opcon
functions	B-opcon
.	O
This	O
product	B-syscon
is	O
to	O
be	O
delivered	O
to	O
the	O
next	O
product	B-syscon
layer	O
or	O
to	O
the	O
final	O
customer	B-grp
.	O
Since	O
the	O
end	B-syscon
product	I-syscon
and	O
its	O
enabling	B-opcon
products	I-opcon
are	O
interdependent	O
,	O
they	O
are	O
viewed	O
as	O
a	O
system	B-syscon
.	O
Project	B-seterm
responsibility	O
thus	O
extends	O
to	O
acquiring	O
services	O
from	O
the	O
relevant	O
enabling	B-opcon
products	I-opcon
in	O
each	O
life	B-opcon
cycle	I-opcon
phase	B-event
.	O
When	O
a	O
suitable	O
enabling	O
product	B-syscon
does	O
not	O
already	O
exist	O
,	O
the	O
project	B-seterm
that	O
is	O
responsible	O
for	O
the	O
end	B-syscon
product	I-syscon
may	O
also	O
be	O
responsible	O
for	O
creating	O
and	O
using	O
the	O
enabling	O
product	B-syscon
.	O
Engineering	B-syscon
Unit	I-syscon
:	O
A	O
high	O
fidelity	O
unit	O
that	O
demonstrates	O
critical	O
aspects	O
of	O
the	O
engineering	B-seterm
processes	B-seterm
involved	O
in	O
the	O
development	B-opcon
of	O
the	O
operational	B-opcon
unit	O
.	O
Engineering	B-seterm
test	B-opcon
units	O
are	O
intended	O
to	O
closely	O
resemble	O
the	O
final	O
product	B-syscon
hardware	B-syscon
software	B-syscon
to	O
the	O
maximum	O
extent	O
possible	O
and	O
are	O
built	O
and	O
tested	O
so	O
as	O
to	O
establish	B-seterm
confidence	O
that	O
the	O
design	B-opcon
will	O
function	O
in	O
the	O
expected	O
environments	O
.	O
In	O
some	O
cases	O
,	O
the	O
engineering	B-syscon
unit	I-syscon
will	O
become	O
the	O
final	O
product	B-syscon
,	O
assuming	O
that	O
proper	O
traceability	B-mea
has	O
been	O
exercised	O
over	O
the	O
components	O
and	O
hardware	B-syscon
handling	O
.	O
To	O
determine	O
the	O
feasibility	B-mea
and	O
desirability	B-mea
of	O
a	O
suggested	O
new	O
system	B-syscon
and	O
establish	B-seterm
an	O
initial	O
baseline	B-opcon
compatibility	I-opcon
with	O
NASA	B-org
s	O
strategic	O
plans	O
.	O
Environmental	B-opcon
Management	I-opcon
:	O
The	O
activity	B-opcon
of	O
ensuring	O
that	O
program	B-opcon
and	O
project	B-seterm
actions	O
and	O
decisions	O
that	O
potentially	O
impact	O
or	O
damage	O
the	O
environment	O
are	O
assessed	O
and	O
evaluated	O
during	O
the	O
formulation	O
and	O
planning	O
phase	B-event
and	O
reevaluated	O
throughout	O
implementation	B-opcon
.	O
This	O
activity	B-opcon
is	O
performed	O
according	O
to	O
all	O
NASA	B-org
policy	O
and	O
Federal	O
,	O
state	O
,	O
and	O
local	O
environmental	O
laws	O
and	O
regulations	O
.	O
FRR	O
:	O
A	O
review	O
that	O
examines	O
tests	O
,	O
demonstrations	O
,	O
analyses	O
,	O
and	O
audits	O
that	O
determine	O
the	O
system	B-syscon
s	O
readiness	B-opcon
for	O
a	O
safe	O
and	O
successful	O
flight	B-syscon
launch	O
and	O
for	O
subsequent	O
flight	B-syscon
operations	B-opcon
.	O
It	O
also	O
ensures	O
that	O
all	O
flight	B-syscon
and	O
ground	O
hardware	B-syscon
,	O
software	B-syscon
,	O
personnel	B-grp
,	O
and	O
